ID,Brand,Model,Price_INR,Launch_Year,OS,Processor,GPU,RAM_GB,Storage_GB,Expandable_Storage,Display_Size_Inches,Display_Type,Resolution,Refresh_Rate_Hz,Battery_mAh,Fast_Charging_Watts,Wireless_Charging,Primary_Camera_MP,UltraWide_Camera_MP,Telephoto_Camera_MP,Front_Camera_MP,Video_Recording,5G_Support,Dual_SIM,Bluetooth_Version,WiFi_Version,NFC,Fingerprint_Type,Build_Type,Weight_grams,IP_Rating
390,Realme,Realme Pro 390,34487,2020,Android 14,Snapdragon 7 Gen 1,Adreno 740,16,256,Yes,6.4,Super AMOLED,1080x2400,120,4500,18,Yes,48,8,32,8,8K@24fps,No,Yes,5.2,WiFi 5,No,Rear-mounted,Glass Front/Back,198,IP53
391,Nothing,Nothing Pro 391,23966,2023,iOS 16,Snapdragon 8 Gen 1,Apple GPU,12,1024,Yes,6.7,LTPO AMOLED,1080x2400,120,4500,65,No,48,8,12,8,4K@30fps,No,Yes,5.2,WiFi 5,No,Rear-mounted,"Glass Front, Plastic Back",199,IP53
392,Nokia,Nokia Pro 392,136798,2025,iOS 16,Exynos 2200,Mali-G710,12,512,Yes,6.1,IPS LCD,1080x2400,144,5000,33,No,64,8,12,8,1080p@60fps,Yes,No,5.1,WiFi 6E,No,In-display,Metal Frame Glass Back,207,IP67
393,Realme,Realme Pro 393,56571,2026,iOS 16,Snapdragon 7 Gen 1,Mali-G710,4,512,Yes,6.8,Super AMOLED,1080x2400,144,4500,45,Yes,64,16,8,16,4K@30fps,No,No,5.3,WiFi 6,Yes,Rear-mounted,Metal Frame Glass Back,213,IP67
394,Apple,Apple Pro 394,32777,2023,iOS 16,Dimensity 8200,Adreno 730,12,128,Yes,6.7,OLED,1440x3200,144,4000,120,Yes,50,8,8,8,1080p@60fps,No,Yes,5.2,WiFi 6,No,Rear-mounted,Glass Front/Back,198,No Rating
395,Xiaomi,Xiaomi Pro 395,35846,2023,Android 14,Dimensity 920,Xclipse 920,4,256,Yes,6.4,LTPO AMOLED,1440x3200,60,4500,45,No,200,8,8,32,4K@30fps,No,Yes,5.3,WiFi 6,No,Side-mounted,Glass Front/Back,229,No Rating
396,Nothing,Nothing Pro 396,65455,2021,iOS 16,Snapdragon 7 Gen 1,Apple GPU,6,64,No,6.7,LTPO AMOLED,1440x3200,90,4500,80,No,48,16,8,8,8K@24fps,Yes,Yes,5,WiFi 5,No,Rear-mounted,"Glass Front, Plastic Back",237,IP67
397,Vivo,Vivo Pro 397,129369,2021,iOS 16,Snapdragon 8 Gen 1,Apple GPU,6,512,Yes,6.5,AMOLED,1080x2400,90,4000,65,Yes,50,16,32,32,8K@24fps,No,No,5.2,WiFi 6,Yes,Side-mounted,Metal Frame Glass Back,211,IP53
398,Apple,Apple Pro 398,79705,2020,iOS 16,Exynos 2200,Mali-G710,8,256,No,6.1,OLED,1080x2400,144,4500,45,Yes,50,8,8,16,8K@24fps,No,No,5.2,WiFi 5,No,Rear-mounted,Glass Front/Back,217,IP68
399,Apple,Apple Pro 399,56795,2021,Android 13,A16 Bionic,Adreno 730,6,1024,Yes,6.8,AMOLED,1080x2400,144,5000,45,Yes,64,50,8,32,8K@24fps,No,Yes,5.2,WiFi 6,Yes,Side-mounted,"Glass Front, Plastic Back",182,No Rating
400,Motorola,Motorola Pro 400,145843,2022,Android 13,Snapdragon 7 Gen 1,Mali-G710,12,1024,Yes,6.8,IPS LCD,1080x2400,60,6000,33,No,200,16,32,32,4K@30fps,Yes,Yes,5.3,WiFi 6,No,Rear-mounted,Metal Frame Glass Back,223,IP68
401,Xiaomi,Xiaomi Pro 401,54181,2021,iOS 17,Dimensity 8200,Adreno 740,8,64,No,6.1,Super AMOLED,1440x3200,144,5500,120,Yes,108,16,32,8,4K@30fps,No,Yes,5.2,WiFi 6E,No,In-display,Glass Front/Back,208,IP67
402,Nokia,Nokia Pro 402,71296,2020,iOS 17,A16 Bionic,Mali-G710,16,1024,Yes,6.8,Super AMOLED,720x1600,120,4500,80,No,48,8,8,50,4K@30fps,Yes,No,5.2,WiFi 6,Yes,Side-mounted,Glass Front/Back,237,IP68
403,Apple,Apple Pro 403,117801,2023,Android 13,Dimensity 920,Mali-G710,16,512,No,6.5,OLED,1080x2400,90,6000,18,No,50,50,8,16,4K@30fps,Yes,No,5.2,WiFi 6,No,Side-mounted,"Glass Front, Plastic Back",212,IP67
404,Samsung,Samsung Pro 404,123410,2020,Android 14,Snapdragon 8 Gen 2,Adreno 740,8,512,Yes,6.5,IPS LCD,720x1600,90,6000,33,No,64,16,12,32,4K@60fps,No,Yes,5,WiFi 6,No,In-display,Metal Frame Glass Back,179,IP52
405,Realme,Realme Pro 405,88045,2021,iOS 17,A16 Bionic,Adreno 730,8,512,Yes,6.8,Super AMOLED,1440x3200,90,4500,80,No,50,8,8,50,8K@24fps,Yes,Yes,5.3,WiFi 6E,Yes,In-display,Glass Front/Back,184,IP68
406,Nokia,Nokia Pro 406,121532,2021,Android 14,Snapdragon 7 Gen 1,Xclipse 920,6,512,Yes,6.8,OLED,1440x3200,120,6000,33,No,200,12,8,8,8K@24fps,No,Yes,5.1,WiFi 6,No,Rear-mounted,"Glass Front, Plastic Back",186,No Rating
407,Realme,Realme Pro 407,144658,2020,Android 14,Snapdragon 7 Gen 1,Mali-G710,6,1024,Yes,6.1,Super AMOLED,1440x3200,60,4000,33,No,108,12,8,8,1080p@60fps,No,No,5,WiFi 6E,Yes,Side-mounted,Metal Frame Glass Back,214,No Rating
408,Realme,Realme Pro 408,140306,2022,iOS 17,Dimensity 8200,Xclipse 920,6,64,No,6.4,Super AMOLED,720x1600,90,4000,65,Yes,48,8,12,8,4K@60fps,No,Yes,5.3,WiFi 5,No,In-display,Glass Front/Back,231,IP52
409,Oppo,Oppo Pro 409,16858,2020,iOS 17,Snapdragon 8 Gen 1,Apple GPU,4,256,No,6.7,OLED,1080x2400,144,5500,65,No,64,8,8,8,4K@30fps,Yes,Yes,5.2,WiFi 6,Yes,Side-mounted,Glass Front/Back,182,No Rating
410,Realme,Realme Pro 410,84750,2020,Android 13,Snapdragon 7 Gen 1,Xclipse 920,16,64,Yes,6.4,AMOLED,1440x3200,120,4000,33,Yes,48,16,8,32,8K@24fps,Yes,Yes,5.3,WiFi 5,No,Rear-mounted,Metal Frame Glass Back,212,IP67
411,Apple,Apple Pro 411,30037,2025,Android 13,Snapdragon 7 Gen 1,Mali-G710,4,128,Yes,6.7,Super AMOLED,1440x3200,120,4500,120,Yes,50,16,12,32,4K@60fps,No,Yes,5.1,WiFi 6,Yes,Rear-mounted,Glass Front/Back,184,No Rating
412,Apple,Apple Pro 412,57192,2026,Android 14,Snapdragon 8 Gen 1,Apple GPU,6,512,No,6.7,AMOLED,1080x2400,60,4500,120,Yes,50,12,32,50,4K@60fps,Yes,Yes,5.3,WiFi 5,Yes,Side-mounted,Metal Frame Glass Back,184,IP67
413,Oppo,Oppo Pro 413,30614,2025,iOS 16,Dimensity 8200,Adreno 740,16,256,No,6.7,Super AMOLED,1080x2400,120,4500,33,No,48,50,12,50,1080p@60fps,No,Yes,5.2,WiFi 5,Yes,In-display,"Glass Front, Plastic Back",225,IP67
414,Vivo,Vivo Pro 414,142995,2024,Android 14,Snapdragon 7 Gen 1,Xclipse 920,4,128,No,6.5,LTPO AMOLED,1440x3200,120,5000,120,No,64,12,12,32,1080p@60fps,No,No,5.2,WiFi 5,Yes,In-display,Glass Front/Back,219,IP52
415,Vivo,Vivo Pro 415,74331,2022,Android 13,Exynos 2200,Mali-G710,12,128,No,6.5,LTPO AMOLED,1080x2400,60,5500,45,Yes,48,8,12,8,4K@30fps,No,Yes,5.3,WiFi 6,Yes,In-display,"Glass Front, Plastic Back",176,IP52
416,Realme,Realme Pro 416,53131,2022,Android 13,Dimensity 8200,Apple GPU,4,1024,Yes,6.8,LTPO AMOLED,720x1600,144,5000,80,No,64,50,8,32,8K@24fps,Yes,No,5,WiFi 5,No,Side-mounted,Glass Front/Back,225,IP67
417,Vivo,Vivo Pro 417,112516,2026,iOS 16,Snapdragon 7 Gen 1,Mali-G710,4,64,Yes,6.7,IPS LCD,1440x3200,144,5500,25,Yes,50,12,12,32,4K@60fps,Yes,Yes,5.3,WiFi 6,No,In-display,"Glass Front, Plastic Back",221,IP67
418,Vivo,Vivo Pro 418,129284,2022,Android 13,Dimensity 8200,Adreno 730,8,128,No,6.5,Super AMOLED,1080x2400,90,4500,25,Yes,108,16,12,32,4K@30fps,No,No,5.3,WiFi 5,No,In-display,"Glass Front, Plastic Back",176,No Rating
419,Vivo,Vivo Pro 419,84004,2021,iOS 17,Dimensity 8200,Adreno 730,16,128,Yes,6.1,AMOLED,720x1600,144,4000,33,Yes,64,16,12,50,8K@24fps,Yes,No,5.1,WiFi 6E,No,Side-mounted,Metal Frame Glass Back,164,IP53
420,Oppo,Oppo Pro 420,97561,2026,Android 13,Snapdragon 8 Gen 1,Xclipse 920,6,512,Yes,6.1,IPS LCD,1080x2400,60,4500,45,No,50,50,12,32,4K@60fps,No,No,5.1,WiFi 6E,Yes,Side-mounted,Metal Frame Glass Back,240,IP67
421,Realme,Realme Pro 421,115388,2023,iOS 16,Snapdragon 7 Gen 1,Adreno 740,6,512,No,6.1,AMOLED,1080x2400,90,5500,45,No,200,12,12,50,4K@30fps,No,Yes,5,WiFi 6,Yes,In-display,"Glass Front, Plastic Back",164,IP68
422,OnePlus,OnePlus Pro 422,71561,2021,iOS 16,Dimensity 8200,Adreno 730,6,256,Yes,6.7,IPS LCD,1440x3200,90,4500,120,Yes,50,50,8,50,4K@60fps,Yes,Yes,5,WiFi 6E,Yes,In-display,Metal Frame Glass Back,227,No Rating
423,Oppo,Oppo Pro 423,89507,2023,Android 14,Snapdragon 7 Gen 1,Apple GPU,4,64,Yes,6.8,LTPO AMOLED,1080x2400,90,5500,33,No,50,50,8,32,8K@24fps,No,Yes,5,WiFi 6,Yes,Side-mounted,Glass Front/Back,202,IP52
424,Xiaomi,Xiaomi Pro 424,73208,2022,Android 13,Snapdragon 8 Gen 1,Apple GPU,8,512,No,6.5,OLED,720x1600,120,5000,65,Yes,108,16,8,50,4K@60fps,No,Yes,5.1,WiFi 5,No,Rear-mounted,"Glass Front, Plastic Back",170,IP68
425,Motorola,Motorola Pro 425,19628,2026,Android 14,Dimensity 8200,Adreno 730,4,128,Yes,6.5,Super AMOLED,720x1600,120,5000,45,No,50,8,12,8,8K@24fps,Yes,Yes,5.1,WiFi 6E,No,Rear-mounted,"Glass Front, Plastic Back",202,IP52
426,Samsung,Samsung Pro 426,72630,2020,Android 14,A16 Bionic,Mali-G710,8,128,No,6.5,IPS LCD,1080x2400,120,6000,25,No,50,50,8,8,4K@60fps,No,No,5.3,WiFi 6,No,Rear-mounted,"Glass Front, Plastic Back",205,No Rating
427,Apple,Apple Pro 427,27051,2025,Android 13,Exynos 2200,Adreno 740,12,256,Yes,6.7,LTPO AMOLED,720x1600,90,5000,18,No,64,8,8,16,1080p@60fps,Yes,No,5.1,WiFi 6,Yes,Side-mounted,Glass Front/Back,173,IP53
428,Apple,Apple Pro 428,95403,2023,iOS 17,A16 Bionic,Mali-G710,12,64,No,6.4,Super AMOLED,720x1600,90,6000,120,Yes,48,8,12,32,8K@24fps,Yes,No,5,WiFi 6E,Yes,In-display,Metal Frame Glass Back,180,IP52
429,Vivo,Vivo Pro 429,10411,2023,Android 14,Dimensity 920,Mali-G710,6,256,Yes,6.1,LTPO AMOLED,1440x3200,90,5500,80,Yes,108,12,12,8,4K@30fps,No,No,5,WiFi 6E,No,In-display,"Glass Front, Plastic Back",161,IP52
430,OnePlus,OnePlus Pro 430,86574,2024,Android 14,Exynos 2200,Adreno 730,4,128,Yes,6.5,AMOLED,720x1600,144,5000,25,No,108,12,32,8,4K@60fps,No,Yes,5.1,WiFi 6,Yes,Side-mounted,Metal Frame Glass Back,160,No Rating
431,Xiaomi,Xiaomi Pro 431,78695,2022,Android 14,Snapdragon 7 Gen 1,Adreno 740,6,512,Yes,6.8,IPS LCD,1440x3200,90,5500,120,Yes,50,8,8,8,4K@30fps,Yes,No,5.2,WiFi 6E,No,In-display,Glass Front/Back,229,IP53
432,Oppo,Oppo Pro 432,45037,2024,iOS 16,Snapdragon 8 Gen 1,Adreno 730,6,256,No,6.7,Super AMOLED,1080x2400,144,4500,33,Yes,64,16,8,16,1080p@60fps,Yes,Yes,5,WiFi 6,No,Side-mounted,"Glass Front, Plastic Back",203,IP67
433,Nothing,Nothing Pro 433,12436,2024,iOS 17,Snapdragon 7 Gen 1,Apple GPU,12,256,Yes,6.1,IPS LCD,1440x3200,144,5000,18,Yes,108,50,12,8,8K@24fps,Yes,No,5.3,WiFi 6E,No,Rear-mounted,"Glass Front, Plastic Back",220,IP68
434,Nokia,Nokia Pro 434,56937,2024,iOS 17,Dimensity 8200,Apple GPU,4,1024,Yes,6.8,AMOLED,720x1600,90,5000,65,No,64,50,32,8,4K@60fps,No,Yes,5.2,WiFi 6,No,Rear-mounted,"Glass Front, Plastic Back",167,IP52
435,Nokia,Nokia Pro 435,75853,2024,Android 14,Snapdragon 8 Gen 1,Adreno 730,12,512,Yes,6.4,AMOLED,1080x2400,120,6000,65,Yes,50,12,12,32,4K@30fps,No,Yes,5,WiFi 5,Yes,In-display,Glass Front/Back,236,IP67
436,Nokia,Nokia Pro 436,144624,2026,Android 13,Snapdragon 8 Gen 2,Mali-G710,4,64,Yes,6.8,IPS LCD,1080x2400,90,6000,18,Yes,48,12,8,16,4K@30fps,No,No,5.3,WiFi 5,Yes,In-display,Glass Front/Back,226,IP52
437,Motorola,Motorola Pro 437,105418,2023,Android 14,Dimensity 920,Apple GPU,4,1024,Yes,6.1,IPS LCD,1440x3200,90,5500,65,No,200,12,8,16,4K@60fps,Yes,Yes,5.2,WiFi 6E,Yes,Side-mounted,Glass Front/Back,230,IP68
438,Motorola,Motorola Pro 438,77608,2026,iOS 16,Snapdragon 8 Gen 1,Adreno 730,16,512,No,6.4,AMOLED,1080x2400,144,5000,65,No,48,8,12,32,8K@24fps,Yes,No,5.3,WiFi 6,Yes,Side-mounted,Glass Front/Back,199,No Rating
439,Vivo,Vivo Pro 439,33335,2025,Android 14,Dimensity 8200,Adreno 730,16,64,No,6.5,LTPO AMOLED,1080x2400,144,5000,25,Yes,64,8,32,8,4K@60fps,No,Yes,5.1,WiFi 5,No,In-display,Metal Frame Glass Back,164,IP67
440,Realme,Realme Pro 440,94916,2026,iOS 17,Snapdragon 8 Gen 1,Mali-G710,8,512,No,6.4,AMOLED,720x1600,60,5000,45,No,200,12,32,50,4K@60fps,Yes,Yes,5.1,WiFi 6,Yes,Side-mounted,"Glass Front, Plastic Back",161,No Rating
441,Vivo,Vivo Pro 441,45409,2021,Android 13,Dimensity 920,Apple GPU,8,128,No,6.8,LTPO AMOLED,1440x3200,144,4500,25,Yes,200,16,8,16,1080p@60fps,Yes,No,5.3,WiFi 5,No,In-display,Metal Frame Glass Back,231,No Rating
442,Apple,Apple Pro 442,86203,2026,Android 14,Exynos 2200,Apple GPU,12,128,Yes,6.7,OLED,1440x3200,120,4000,120,Yes,50,50,32,50,8K@24fps,No,No,5,WiFi 6E,No,In-display,Metal Frame Glass Back,188,No Rating
443,OnePlus,OnePlus Pro 443,108372,2026,iOS 16,A16 Bionic,Adreno 730,8,1024,Yes,6.5,Super AMOLED,1440x3200,60,4000,25,No,108,50,8,50,8K@24fps,No,Yes,5.3,WiFi 6E,No,Rear-mounted,Glass Front/Back,204,IP52
444,Samsung,Samsung Pro 444,92862,2023,iOS 16,A16 Bionic,Apple GPU,16,128,No,6.7,LTPO AMOLED,1080x2400,120,4000,25,No,64,16,8,50,4K@30fps,No,Yes,5.1,WiFi 6E,Yes,Rear-mounted,Metal Frame Glass Back,230,IP67
445,Samsung,Samsung Pro 445,148076,2026,Android 13,A16 Bionic,Adreno 730,12,1024,Yes,6.8,OLED,1440x3200,60,6000,25,No,50,8,32,16,1080p@60fps,Yes,No,5,WiFi 6E,Yes,In-display,"Glass Front, Plastic Back",179,IP52
446,Motorola,Motorola Pro 446,108214,2025,iOS 16,Snapdragon 7 Gen 1,Adreno 730,4,128,Yes,6.4,OLED,1080x2400,60,5000,65,No,108,8,32,8,1080p@60fps,No,Yes,5.3,WiFi 5,Yes,Side-mounted,Glass Front/Back,223,IP67
447,OnePlus,OnePlus Pro 447,75158,2025,iOS 16,Exynos 2200,Adreno 730,6,256,No,6.4,LTPO AMOLED,1080x2400,120,4000,80,No,50,50,12,16,8K@24fps,Yes,No,5,WiFi 6E,No,In-display,Metal Frame Glass Back,233,No Rating
448,Oppo,Oppo Pro 448,11397,2022,Android 14,Dimensity 8200,Apple GPU,4,64,No,6.5,LTPO AMOLED,1440x3200,120,6000,80,No,50,8,32,16,4K@30fps,Yes,No,5.3,WiFi 6E,Yes,In-display,Glass Front/Back,236,IP53
449,Samsung,Samsung Pro 449,146319,2023,iOS 16,Exynos 2200,Apple GPU,8,64,No,6.5,AMOLED,1440x3200,120,4000,120,No,64,16,32,50,8K@24fps,Yes,No,5,WiFi 5,No,Rear-mounted,Metal Frame Glass Back,203,IP52
450,Xiaomi,Xiaomi Pro 450,80864,2023,iOS 17,Dimensity 920,Adreno 740,12,1024,No,6.4,Super AMOLED,1440x3200,144,6000,33,No,108,8,12,8,1080p@60fps,Yes,Yes,5.2,WiFi 6E,Yes,Rear-mounted,"Glass Front, Plastic Back",208,No Rating
451,Nothing,Nothing Pro 451,46086,2026,Android 14,Dimensity 8200,Apple GPU,6,512,Yes,6.1,OLED,1080x2400,60,5000,80,Yes,108,8,8,50,4K@30fps,Yes,No,5,WiFi 6E,No,Rear-mounted,Glass Front/Back,203,IP52
452,Samsung,Samsung Pro 452,66280,2025,iOS 16,Dimensity 920,Mali-G710,16,1024,No,6.4,OLED,1440x3200,144,4000,120,Yes,48,8,32,32,4K@60fps,No,No,5.1,WiFi 6E,No,In-display,"Glass Front, Plastic Back",224,IP52
453,Vivo,Vivo Pro 453,75208,2024,iOS 16,Exynos 2200,Mali-G710,6,1024,No,6.7,IPS LCD,720x1600,60,4000,120,Yes,64,8,12,16,4K@30fps,Yes,No,5.1,WiFi 6E,Yes,Side-mounted,Glass Front/Back,197,No Rating
454,OnePlus,OnePlus Pro 454,118485,2023,Android 14,Dimensity 8200,Adreno 740,4,512,Yes,6.4,OLED,720x1600,90,5000,65,Yes,50,50,32,50,4K@30fps,Yes,Yes,5.3,WiFi 6E,Yes,Rear-mounted,Glass Front/Back,238,IP52
455,Samsung,Samsung Pro 455,61727,2025,iOS 17,A16 Bionic,Adreno 740,8,1024,Yes,6.4,Super AMOLED,1440x3200,90,4000,33,Yes,48,12,32,32,1080p@60fps,Yes,Yes,5.1,WiFi 6,No,In-display,"Glass Front, Plastic Back",215,IP68
456,OnePlus,OnePlus Pro 456,63317,2021,Android 13,Snapdragon 8 Gen 1,Apple GPU,8,64,No,6.4,Super AMOLED,720x1600,144,6000,45,Yes,50,50,8,8,4K@60fps,No,No,5.1,WiFi 6,No,Side-mounted,"Glass Front, Plastic Back",173,IP53
457,Nothing,Nothing Pro 457,12603,2026,Android 14,Dimensity 920,Adreno 730,4,1024,Yes,6.1,LTPO AMOLED,720x1600,90,4000,65,Yes,50,16,12,32,8K@24fps,Yes,Yes,5.1,WiFi 6E,No,In-display,"Glass Front, Plastic Back",215,IP68
458,Motorola,Motorola Pro 458,102293,2025,Android 14,A16 Bionic,Apple GPU,8,1024,Yes,6.1,OLED,720x1600,144,4500,80,No,108,16,8,8,8K@24fps,No,Yes,5.3,WiFi 6,No,Side-mounted,Metal Frame Glass Back,193,IP68
459,Nokia,Nokia Pro 459,33158,2024,iOS 16,Exynos 2200,Adreno 730,6,64,Yes,6.8,AMOLED,720x1600,90,5000,120,No,50,12,12,32,4K@60fps,No,Yes,5.3,WiFi 5,Yes,Rear-mounted,Glass Front/Back,203,IP53
460,Samsung,Samsung Pro 460,149435,2020,iOS 17,Snapdragon 8 Gen 2,Mali-G710,8,64,No,6.1,Super AMOLED,1080x2400,144,5000,25,Yes,48,8,32,50,4K@60fps,No,Yes,5.3,WiFi 5,Yes,Rear-mounted,"Glass Front, Plastic Back",168,IP53
461,Nothing,Nothing Pro 461,34752,2021,Android 13,Dimensity 920,Adreno 740,4,128,No,6.8,Super AMOLED,1080x2400,120,4000,25,Yes,200,50,8,8,4K@30fps,No,No,5.1,WiFi 6,Yes,In-display,Glass Front/Back,214,IP68
462,Nothing,Nothing Pro 462,49062,2022,iOS 16,A16 Bionic,Xclipse 920,16,1024,Yes,6.5,LTPO AMOLED,720x1600,144,4500,80,No,200,8,12,50,8K@24fps,Yes,Yes,5.2,WiFi 6E,Yes,In-display,Glass Front/Back,171,IP68
463,Realme,Realme Pro 463,104253,2026,Android 13,Snapdragon 7 Gen 1,Mali-G710,4,512,No,6.8,OLED,1080x2400,144,4500,80,Yes,200,50,32,8,4K@30fps,No,No,5.1,WiFi 6E,Yes,Side-mounted,"Glass Front, Plastic Back",160,IP52
464,Apple,Apple Pro 464,43277,2023,Android 14,Dimensity 8200,Mali-G710,16,128,Yes,6.8,OLED,1440x3200,144,6000,120,No,64,16,32,8,1080p@60fps,No,Yes,5.3,WiFi 6,No,Side-mounted,Metal Frame Glass Back,175,IP68
465,Nokia,Nokia Pro 465,43863,2020,iOS 17,A16 Bionic,Adreno 730,16,256,Yes,6.8,IPS LCD,720x1600,120,5500,65,Yes,50,16,12,16,4K@60fps,No,Yes,5,WiFi 6E,No,In-display,Metal Frame Glass Back,173,IP67
466,Nothing,Nothing Pro 466,36379,2020,Android 13,Exynos 2200,Apple GPU,6,1024,Yes,6.8,IPS LCD,720x1600,120,4500,33,Yes,200,50,12,16,1080p@60fps,Yes,Yes,5.2,WiFi 6,Yes,In-display,Glass Front/Back,239,IP53
467,Samsung,Samsung Pro 467,120925,2025,Android 13,Snapdragon 8 Gen 2,Adreno 730,8,1024,Yes,6.4,IPS LCD,1440x3200,90,4500,120,No,200,50,32,8,4K@60fps,Yes,No,5.1,WiFi 6E,Yes,In-display,"Glass Front, Plastic Back",222,No Rating
468,Xiaomi,Xiaomi Pro 468,67962,2025,Android 13,Exynos 2200,Adreno 730,8,64,No,6.7,AMOLED,1440x3200,60,4000,65,No,48,50,8,32,1080p@60fps,Yes,No,5,WiFi 6,Yes,In-display,Metal Frame Glass Back,240,IP52
469,Xiaomi,Xiaomi Pro 469,21640,2022,iOS 16,Snapdragon 8 Gen 2,Adreno 730,4,64,No,6.4,LTPO AMOLED,720x1600,60,4000,45,Yes,48,8,8,16,4K@30fps,Yes,Yes,5.2,WiFi 5,No,In-display,"Glass Front, Plastic Back",164,No Rating
470,Apple,Apple Pro 470,75401,2023,iOS 17,Dimensity 8200,Mali-G710,6,128,No,6.4,Super AMOLED,720x1600,90,4500,65,Yes,64,12,12,50,4K@30fps,Yes,No,5.3,WiFi 5,No,Side-mounted,Glass Front/Back,199,IP67
471,Xiaomi,Xiaomi Pro 471,83778,2020,iOS 17,A16 Bionic,Mali-G710,6,64,Yes,6.8,IPS LCD,720x1600,90,5500,65,No,108,50,12,8,8K@24fps,No,Yes,5,WiFi 5,Yes,Side-mounted,Metal Frame Glass Back,209,IP68
472,Oppo,Oppo Pro 472,52365,2022,iOS 16,Snapdragon 8 Gen 1,Adreno 730,6,256,No,6.7,OLED,1440x3200,120,4000,80,No,108,50,8,50,8K@24fps,Yes,Yes,5,WiFi 6,Yes,In-display,Glass Front/Back,187,IP52
473,Vivo,Vivo Pro 473,108784,2026,iOS 16,Snapdragon 8 Gen 1,Adreno 730,12,128,Yes,6.1,AMOLED,720x1600,144,6000,25,Yes,200,50,8,8,8K@24fps,Yes,Yes,5.1,WiFi 6,Yes,Side-mounted,Metal Frame Glass Back,236,IP67
474,Xiaomi,Xiaomi Pro 474,115749,2021,iOS 17,Exynos 2200,Adreno 730,6,256,No,6.7,AMOLED,1440x3200,120,4500,25,Yes,64,8,32,16,4K@60fps,No,Yes,5.1,WiFi 6,No,In-display,Glass Front/Back,195,IP52
475,Oppo,Oppo Pro 475,46103,2022,iOS 16,Snapdragon 8 Gen 1,Adreno 740,12,512,No,6.5,AMOLED,720x1600,120,4000,65,No,200,16,8,50,4K@60fps,Yes,No,5.3,WiFi 5,No,In-display,Metal Frame Glass Back,194,IP52
476,Realme,Realme Pro 476,78447,2025,iOS 16,Dimensity 920,Adreno 730,4,128,Yes,6.5,AMOLED,1440x3200,60,5000,80,Yes,50,50,12,8,8K@24fps,Yes,Yes,5.3,WiFi 5,Yes,Side-mounted,Glass Front/Back,200,IP53
477,Oppo,Oppo Pro 477,50542,2020,iOS 17,Snapdragon 8 Gen 2,Adreno 740,8,1024,Yes,6.7,IPS LCD,1440x3200,144,4500,120,Yes,108,8,32,50,4K@60fps,No,No,5.3,WiFi 5,Yes,Rear-mounted,Metal Frame Glass Back,240,IP68
478,Apple,Apple Pro 478,92057,2025,Android 14,Dimensity 920,Adreno 730,4,256,Yes,6.1,AMOLED,1080x2400,120,4000,65,No,64,8,12,32,4K@60fps,Yes,Yes,5,WiFi 5,No,In-display,Glass Front/Back,198,IP53
479,Xiaomi,Xiaomi Pro 479,128037,2026,Android 13,Snapdragon 8 Gen 1,Adreno 730,6,1024,Yes,6.4,Super AMOLED,1080x2400,120,4000,45,No,108,8,32,50,8K@24fps,No,Yes,5,WiFi 6,Yes,Rear-mounted,Glass Front/Back,164,IP67
480,Oppo,Oppo Pro 480,46471,2023,Android 13,Dimensity 8200,Mali-G710,6,1024,Yes,6.8,LTPO AMOLED,720x1600,120,6000,45,Yes,50,12,8,8,8K@24fps,Yes,No,5.1,WiFi 5,No,Side-mounted,Metal Frame Glass Back,207,IP68
481,Nokia,Nokia Pro 481,63088,2021,iOS 16,Exynos 2200,Mali-G710,16,64,No,6.5,AMOLED,1080x2400,60,4000,45,No,50,50,32,32,4K@60fps,Yes,Yes,5.1,WiFi 6,Yes,Rear-mounted,Metal Frame Glass Back,239,IP67
482,Motorola,Motorola Pro 482,9781,2023,iOS 17,Dimensity 920,Adreno 730,16,512,Yes,6.7,OLED,1080x2400,90,4000,80,No,108,16,8,50,4K@30fps,No,No,5.1,WiFi 6E,No,Side-mounted,Glass Front/Back,235,IP53
483,Nothing,Nothing Pro 483,76491,2021,Android 14,Dimensity 8200,Xclipse 920,16,128,Yes,6.5,OLED,1080x2400,60,4000,65,Yes,48,8,8,50,4K@60fps,No,Yes,5.1,WiFi 5,Yes,Side-mounted,Metal Frame Glass Back,218,No Rating
484,Realme,Realme Pro 484,73681,2024,Android 13,A16 Bionic,Adreno 730,8,512,No,6.7,IPS LCD,720x1600,60,5000,33,No,200,50,32,8,8K@24fps,Yes,No,5,WiFi 5,Yes,Side-mounted,Glass Front/Back,161,IP52
485,Nothing,Nothing Pro 485,60531,2021,iOS 16,Snapdragon 8 Gen 1,Apple GPU,12,1024,No,6.1,LTPO AMOLED,720x1600,120,4500,80,Yes,50,16,12,50,8K@24fps,Yes,Yes,5,WiFi 6E,No,Rear-mounted,"Glass Front, Plastic Back",162,IP68
486,OnePlus,OnePlus Pro 486,83524,2025,iOS 17,Exynos 2200,Mali-G710,16,1024,No,6.4,Super AMOLED,1080x2400,144,4500,18,No,50,12,32,32,4K@60fps,No,No,5.1,WiFi 6E,No,Rear-mounted,"Glass Front, Plastic Back",206,IP53
487,Samsung,Samsung Pro 487,14184,2020,Android 14,A16 Bionic,Adreno 740,4,256,No,6.7,IPS LCD,1440x3200,144,4500,65,No,50,50,12,16,8K@24fps,Yes,Yes,5.1,WiFi 5,Yes,In-display,Glass Front/Back,234,No Rating
